 0.88457E-07 0.11704E-08 0.00000E+00    14001      907    3      902 0.102E+11 0.61364E-12  0.88457E-07
   1    0.89438E-07    0.93103E-08    0.46554E+01    0.81314E-05    0.89438E-07
   2    0.88980E-07    0.33523E-08    0.23828E+01    0.37539E-05    0.88980E-07
   3    0.88364E-07    0.12603E-08    0.12757E+01    0.10440E-05    0.88364E-07
