 0.54742E-06 0.42335E-08 0.00000E+00    30001     1689    4     1686 0.308E+10 0.19113E-11  0.54742E-06
   2    0.54806E-06    0.14540E-07    0.16779E+01    0.91275E-05    0.54806E-06
   3    0.53557E-06    0.63775E-08    0.10651E+01    0.48001E-05    0.53557E-06
   4    0.55044E-06    0.33316E-08    0.76559E+00    0.28582E-05    0.55044E-06
