 0.12354E-05 0.92398E-08 0.00000E+00    30001     1685    4     1682 0.136E+10 0.43124E-11  0.12354E-05
   2    0.12377E-05    0.32837E-07    0.16779E+01    0.20614E-04    0.12377E-05
   3    0.12095E-05    0.14403E-07    0.10651E+01    0.10840E-04    0.12095E-05
   4    0.12420E-05    0.75181E-08    0.76569E+00    0.64549E-05    0.12420E-05
