 0.13027E-07 0.79541E-10 0.00000E+00   248147    13125    7     3764 0.289E+12 0.56607E-14  0.13027E-07
   5    0.13365E-07    0.82151E-09    0.10996E+02    0.98440E-05    0.13365E-07
   6    0.12858E-07    0.24904E-09    0.48999E+01    0.48985E-05    0.12858E-07
   7    0.13042E-07    0.84375E-10    0.23146E+01    0.18242E-05    0.13042E-07
