 0.77200E-07 0.15868E-08 0.00000E+00    13284     1148    3      555 0.719E+10 0.53892E-12  0.77200E-07
   1    0.71732E-07    0.76950E-08    0.38425E+01    0.43707E-05    0.71732E-07
   2    0.76626E-07    0.35851E-08    0.29590E+01    0.52037E-05    0.76626E-07
   3    0.77604E-07    0.18174E-08    0.20946E+01    0.19892E-05    0.77604E-07
