 0.86828E-06 0.44431E-08 0.00000E+00    30001     1695    4     1690 0.195E+10 0.30089E-11  0.86828E-06
   2    0.88030E-06    0.24720E-07    0.17760E+01    0.19595E-04    0.88030E-06
   3    0.87290E-06    0.10041E-07    0.10288E+01    0.64949E-05    0.87290E-06
   4    0.86657E-06    0.50571E-08    0.73817E+00    0.47651E-05    0.86657E-06
