 0.19970E-07 0.52365E-09 0.00000E+00   120145     5354    6      490 0.245E+11 0.17441E-13  0.19970E-07
   4    0.27684E-07    0.73799E-08    0.33719E+02    0.93476E-04    0.27684E-07
   5    0.17882E-07    0.12226E-08    0.12230E+02    0.30394E-04    0.17882E-07
   6    0.20092E-07    0.38226E-09    0.48130E+01    0.52001E-05    0.20092E-07
