 0.86531E-06 0.54931E-08 0.00000E+00    30001     1742    4     1737 0.201E+10 0.30046E-11  0.86531E-06
   2    0.82988E-06    0.22160E-07    0.16888E+01    0.13827E-04    0.82988E-06
   3    0.87238E-06    0.10428E-07    0.10691E+01    0.92219E-05    0.87238E-06
   4    0.86532E-06    0.50802E-08    0.74262E+00    0.42040E-05    0.86532E-06
